ID|CO(GT)|Season|PT08.S1(CO)|PT08.S2(NMHC)|PT08.S2_NMHC_to_PT08.S1_CO_Ratio|NMHC(GT)|NOx(GT)|PT08.S3(NOx)|NO2(GT)|PT08.S4(NO2)|PT08.S5(O3)|RH
4378|4,6|Spring|1442.0|1337.0|0.9271844660194175|669.0|243.0|630.0|134.0|2004.0|1523.0|46,8
4379|3,5|Winter|1383.0|1218.0|0.8806941431670282|-200.0|758.0|497.0|196.0|1506.0|1738.0|60,9
4380|4,9|Spring|1619.0|1411.0|0.871525633106856|-200.0|530.0|417.0|174.0|1908.0|1684.0|51,9
4381|0,7|Summer|868.0|707.0|0.8145161290322581|-200.0|63.0|1063.0|85.0|1325.0|417.0|17,7
4382|0,5|Fall|775.0|609.0|0.7858064516129032|-200.0|58.0|1319.0|42.0|1190.0|468.0|46,7
4383|2,5|Spring|1239.0|1062.0|0.8571428571428571|-200.0|431.0|558.0|159.0|1299.0|1380.0|23,3
4384|-200|Fall|1301.0|1212.0|0.9315910837817064|-200.0|-200.0|575.0|-200.0|1717.0|1332.0|37,6
4385|1,7|Fall|1197.0|881.0|0.7360066833751044|-200.0|320.0|820.0|99.0|1295.0|1173.0|81,9
4386|-200|Spring|759.0|588.0|0.7747035573122529|-200.0|4.0|1323.0|8.0|1286.0|515.0|42,4
4387|-200|Summer|784.0|587.0|0.7487244897959183|-200.0|-200.0|1128.0|-200.0|1392.0|554.0|40,6
4388|1,1|Spring|912.0|694.0|0.7609649122807017|88.0|61.0|1196.0|58.0|1343.0|727.0|64,3
4389|5,2|Winter|-200.0|-200.0|1.0|-200.0|1089.0|-200.0|217.0|-200.0|-200.0|-200
4390|3,4|Winter|1308.0|1191.0|0.9105504587155964|-200.0|685.0|537.0|137.0|1559.0|1523.0|63,9
4391|2,9|Summer|1111.0|1126.0|1.0135013501350134|-200.0|160.0|754.0|124.0|1883.0|1076.0|37,5
4392|1,7|Spring|1129.0|875.0|0.775022143489814|137.0|106.0|974.0|73.0|1524.0|759.0|36,7
4393|1,3|Winter|1009.0|751.0|0.7443012884043607|-200.0|223.0|828.0|154.0|939.0|1053.0|54,7
4394|0,9|Spring|979.0|602.0|0.6149131767109295|-200.0|147.0|925.0|103.0|993.0|928.0|75,2
4395|1,9|Fall|937.0|942.0|1.0053361792956244|-200.0|226.0|852.0|90.0|1276.0|773.0|29,5
4396|3,1|Fall|1472.0|1327.0|0.9014945652173914|-200.0|323.0|497.0|101.0|1895.0|1516.0|49,5
4397|0,6|Summer|805.0|637.0|0.7913043478260869|-200.0|24.0|1048.0|35.0|1276.0|520.0|44,0
4398|4,1|Fall|1500.0|1503.0|1.002|-200.0|465.0|437.0|91.0|2158.0|1927.0|66,7
4399|6,8|Fall|1592.0|1627.0|1.0219849246231156|-200.0|936.0|401.0|166.0|1957.0|1902.0|80,4
4400|1,8|Winter|1141.0|892.0|0.7817703768624014|-200.0|244.0|686.0|101.0|1213.0|1141.0|73,4
4401|2,2|Spring|1116.0|1003.0|0.8987455197132617|171.0|119.0|864.0|101.0|1625.0|886.0|35,4
4402|-200|Summer|914.0|994.0|1.087527352297593|-200.0|113.0|872.0|91.0|1481.0|763.0|15,8
4403|2|Spring|-200.0|-200.0|1.0|137.0|129.0|-200.0|106.0|-200.0|-200.0|-200
4404|0,9|Fall|867.0|669.0|0.7716262975778547|-200.0|271.0|1069.0|119.0|981.0|779.0|44,0
4405|1,4|Spring|1378.0|1125.0|0.816400580551524|-200.0|378.0|502.0|144.0|1601.0|1380.0|47,8
4406|-200|Fall|882.0|729.0|0.826530612244898|-200.0|108.0|875.0|37.0|1319.0|870.0|78,6
4407|-200|Summer|1055.0|980.0|0.9289099526066351|-200.0|80.0|742.0|101.0|1610.0|688.0|21,8
4408|1,3|Spring|962.0|816.0|0.8482328482328483|-200.0|65.0|1044.0|66.0|1489.0|628.0|31,5
4409|1,1|Spring|990.0|930.0|0.9393939393939394|-200.0|89.0|1045.0|95.0|1506.0|739.0|23,8
4410|3,5|Spring|1243.0|1429.0|1.1496379726468222|-200.0|227.0|687.0|161.0|2093.0|1367.0|34,6
4411|-200|Spring|1333.0|1212.0|0.9092273068267067|-200.0|-200.0|668.0|-200.0|1854.0|1573.0|36,9
4412|2,3|Summer|1147.0|1043.0|0.909328683522232|-200.0|152.0|727.0|125.0|1719.0|1042.0|46,2
4413|0,3|Summer|831.0|626.0|0.753309265944645|-200.0|22.0|1126.0|33.0|1406.0|484.0|49,7
4414|0,7|Fall|882.0|711.0|0.8061224489795918|-200.0|-200.0|936.0|-200.0|1310.0|741.0|46,5
4415|4,7|Winter|1353.0|1187.0|0.877309682187731|-200.0|601.0|599.0|173.0|1424.0|1293.0|84,1
4416|2,7|Summer|1053.0|1093.0|1.0379867046533713|-200.0|-200.0|873.0|-200.0|1749.0|924.0|32,6
4417|0,3|Fall||458.0|0.6361111111111111|-200.0|33.0|1536.0|26.0|917.0|358.0|50,1
4418|-200|Fall|1100.0|1018.0|0.9254545454545454|-200.0|-200.0|706.0|-200.0|1573.0|1002.0|67,5
4419|1|Spring|955.0|723.0|0.7570680628272252|-200.0|51.0|1129.0|57.0|1393.0|559.0|25,8
4420|-200|Summer|1149.0|1092.0|0.9503916449086162|-200.0|114.0|667.0|118.0|1808.0|1135.0|38,9
4421|3,5|Fall|1418.0|1328.0|0.9365303244005642|-200.0|535.0|546.0|114.0|2017.0|1427.0|61,6
4422|1,2|Winter|874.0|623.0|0.7128146453089245|-200.0|125.0|1096.0|78.0|847.0|831.0|55,2
4423|2,4|Spring|1196.0|997.0|0.8336120401337793|263.0|127.0|802.0|100.0|1644.0|1128.0|42,7
4424|3,2|Spring|1435.0|1140.0|0.794425087108014|-200.0|425.0|477.0|185.0|1550.0|1530.0|57,6
4425|2,8|Summer|1183.0|1241.0|1.0490278951817413|-200.0|183.0|721.0|167.0|1937.0|1308.0|18,3
4426|1,7|Spring|1179.0|884.0|0.7497879558948262|116.0|91.0|830.0|76.0|1696.0|1086.0|78,6
4427|-200|Fall|1468.0|1415.0|0.9638964577656676|-200.0|-200.0|470.0|-200.0|1985.0|1594.0|69,0
4428|3,2|Spring|1473.0|1163.0|0.7895451459606245|191.0|227.0|831.0|148.0|1779.0|1395.0|41,0
4429|1,8|Summer|959.0|949.0|0.9895724713242962|-200.0|104.0|857.0|93.0|1640.0|949.0|36,4
4430|0,5|Summer||628.0|0.7762669962917181|-200.0|27.0|1127.0|42.0|1490.0|682.0|50,3
4431|2,4|Spring|1162.0|1253.0|1.0783132530120483|-200.0|173.0|796.0|138.0|1595.0|1248.0|9,3
4432|4,4|Fall|1401.0|1449.0|1.0342612419700214|-200.0|736.0|477.0|102.0|1969.0|1528.0|76,4
4433|1,9|Spring|1192.0|994.0|0.8338926174496645|-200.0|105.0|759.0|78.0|1780.0|1163.0|58,0
4434|1,3|Spring|916.0|829.0|0.9050218340611353|-200.0|82.0|1124.0|75.0|1333.0|621.0|21,1
4435|3,3|Winter|-200.0|-200.0|1.0|-200.0|446.0|-200.0|203.0|-200.0|-200.0|-200
4436|3,2|Fall|1212.0|926.0|0.764026402640264|-200.0|490.0|720.0|132.0|1283.0|1193.0|70,9
4437|1,3|Fall|952.0|787.0|0.8266806722689075|-200.0|-200.0|856.0|-200.0|1342.0|723.0|35,8
4438|0,6|Winter|852.0|482.0|0.5657276995305164|-200.0|67.0|1187.0|65.0|726.0|496.0|41,0
4439|-200|Spring|1035.0|755.0|0.7294685990338164|-200.0|-200.0|997.0|-200.0|1521.0|608.0|65,8
4440|1,9|Fall|1071.0|955.0|0.8916900093370682|-200.0|232.0|940.0|103.0|1311.0|977.0|59,9
4441|1,5|Fall||928.0|0.8697282099343955|-200.0|213.0|711.0|51.0|1564.0|1309.0|75,6
4442|-200,0|Winter|879.0|447.0|0.5085324232081911|-200.0|38.0|1317.0|36.0|910.0|348.0|81,5
4443|1,7|Summer|1085.0|959.0|0.8838709677419355|-200.0|75.0|827.0|88.0|1747.0|963.0|40,6
4444|1,2|Spring|1012.0|833.0|0.8231225296442688|-200.0|75.0|916.0|67.0|1632.0|862.0|66,5
4445||Fall||||||||||
4446|1,1|Winter|1168.0|836.0|0.7157534246575342|-200.0|118.0|666.0|92.0|1278.0|822.0|39,3
4447|2|Spring|1085.0|954.0|0.8792626728110599|-200.0|109.0|866.0|100.0|1656.0|871.0|55,5
4448|0,8|Winter|986.0|674.0|0.6835699797160243|-200.0|-200.0|883.0|-200.0|1137.0|730.0|62,2
4449|3,4|Summer|1111.0|1256.0|1.1305130513051305|-200.0|261.0|765.0|158.0|1851.0|1197.0|22,0
4450|2|Summer|1086.0|946.0|0.8710865561694291|-200.0|126.0|847.0|89.0|1729.0|945.0|45,2
4451|0,5|Summer|785.0|640.0|0.8152866242038217|-200.0|35.0|1265.0|40.0|1467.0|588.0|57,1
4452|1,2|Summer|950.0|937.0|0.9863157894736843|-200.0|64.0|802.0|80.0|1566.0|989.0|38,6
4453|1,7|Spring|1051.0|1008.0|0.9590865842055185|-200.0|102.0|911.0|90.0|1561.0|921.0|23,6
4454|1,6|Summer|971.0|942.0|0.9701338825952626|-200.0|104.0|900.0|103.0|1541.0|776.0|19,7
4455|0,8|Summer|849.0|744.0|0.8763250883392226|-200.0|51.0|1004.0|66.0|1496.0|806.0|43,9
4456|1,5|Fall|1080.0|902.0|0.8351851851851851|-200.0|-200.0|702.0|-200.0|1516.0|1048.0|40,7
4457|1,7|Summer|976.0|909.0|0.9313524590163934|-200.0|103.0|878.0|97.0|1675.0|830.0|40,9
4458|2|Spring|1060.0|1010.0|0.9528301886792453|-200.0|135.0|858.0|102.0|1623.0|1074.0|30,7
4459||Fall||||||||||
4460|0,8|Spring|872.0|587.0|0.6731651376146789|-200.0|168.0|1082.0|132.0|866.0|655.0|54,6
4461|0,7|Fall|798.0|619.0|0.7756892230576441|-200.0|41.0|1204.0|14.0|1138.0|500.0|51,1
4462|0,5|Summer|824.0|698.0|0.8470873786407767|-200.0|-200.0|1107.0|-200.0|1517.0|733.0|50,5
4463|1,9|Summer|1152.0|976.0|0.8472222222222222|-200.0|111.0|672.0|90.0|1800.0|1179.0|46,9
4464|3,9|Spring|1377.0|1313.0|0.953522149600581|-200.0|191.0|612.0|109.0|2120.0|1220.0|62,8
4465|10,1|Fall|1956.0|1877.0|0.9596114519427403|-200.0|1389.0|347.0|255.0|2338.0|2465.0|62,8
4466|3,6|Spring|1253.0|1094.0|0.8731045490822027|-200.0|481.0|575.0|183.0|1327.0|1430.0|48,1
4467|3,1|Spring|1378.0|1102.0|0.7997097242380261|436.0|157.0|742.0|116.0|1796.0|1273.0|49,4
4468|1,1|Winter|904.0|649.0|0.7179203539823009|-200.0|-200.0|983.0|-200.0|1157.0|726.0|72,2
4469|0,6|Spring|899.0|556.0|0.6184649610678532|-200.0|90.0|1001.0|66.0|1064.0|717.0|70,8
4470|1,3|Summer|1053.0|933.0|0.886039886039886|-200.0|72.0|743.0|72.0|1658.0|1257.0|40,5
4471|1|Winter|889.0|661.0|0.7435320584926884|-200.0|140.0|1001.0|66.0|1115.0|735.0|64,7
4472|-200|Spring|829.0|570.0|0.6875753920386007|-200.0|-200.0|1304.0|-200.0|1357.0|562.0|62,9
4473|1,1|Summer|955.0|811.0|0.8492146596858638|-200.0|61.0|841.0|59.0|1562.0|759.0|50,1
4474|-200,0|Winter|766.0|412.0|0.5378590078328982|-200.0|-200.0|1651.0|-200.0|763.0|295.0|52,0
4475|3,4|Summer|1267.0|1276.0|1.0071033938437253|-200.0|247.0|676.0|165.0|2059.0|1570.0|32,8
4476|2,5|Spring|1132.0|1096.0|0.9681978798586572|-200.0|178.0|731.0|107.0|1808.0|1186.0|45,0
4477|2,5|Summer|1282.0|1230.0|0.9594383775351014|-200.0|263.0|594.0|145.0|1924.0|1696.0|34,9
4478|2,2|Winter|1149.0|914.0|0.7954743255004352|-200.0|382.0|742.0|147.0|1072.0|1242.0|41,2
4479|-200|Fall|1250.0|1003.0|0.8024|-200.0|-200.0|647.0|-200.0|1638.0|1217.0|54,5
4480|0,3|Spring|785.0|448.0|0.5707006369426751|14.0|16.0|1923.0|26.0|1003.0|263.0|37,9
4481|1,1|Fall|952.0|814.0|0.8550420168067226|-200.0|250.0|804.0|89.0|1153.0|970.0|77,2
4482|-200|Fall|1123.0|1119.0|0.9964381121994658|-200.0|-200.0|648.0|-200.0|1593.0|1198.0|53,6
4483|-200|Summer|989.0|1004.0|1.0151668351870575|-200.0|123.0|818.0|119.0|1577.0|783.0|22,4
4484|1,5|Summer|869.0|897.0|1.0322209436133487|-200.0|104.0|965.0|106.0|1480.0|649.0|21,0
4485|1,4|Winter|1059.0|777.0|0.7337110481586402|-200.0|191.0|797.0|140.0|969.0|774.0|29,1
4486|4,7|Summer|1290.0|1393.0|1.07984496124031|-200.0|341.0|655.0|180.0|2146.0|1511.0|28,2
4487|1,8|Summer|1085.0|1091.0|1.0055299539170508|-200.0|130.0|723.0|129.0|1638.0|1010.0|13,8
4488|3,3|Winter|1147.0|1158.0|1.009590235396687|-200.0|529.0|615.0|182.0|1200.0|1435.0|24,5
4489|3|Spring|1094.0|1072.0|0.979890310786106|-200.0|170.0|888.0|122.0|1545.0|1105.0|24,0
4490|-200|Spring|964.0|833.0|0.8641078838174274|-200.0|-200.0|1003.0|-200.0|1489.0|647.0|40,4
4491|3,8|Fall|1459.0|1375.0|0.9424263193968472|-200.0|412.0|467.0|111.0|2007.0|1690.0|51,9
4492|1,9|Winter|1186.0|925.0|0.7799325463743676|-200.0|290.0|641.0|181.0|1272.0|1025.0|73,7
4493|-200|Summer|1103.0|1014.0|0.9193109700815957|-200.0|-200.0|684.0|-200.0|1749.0|791.0|24,7
4494|-200|Spring|951.0|766.0|0.8054679284963197|-200.0|-200.0|1056.0|-200.0|1431.0|747.0|74,0
4495|-200,0|Winter|774.0|441.0|0.5697674418604651|-200.0|42.0|1646.0|35.0|760.0|282.0|54,4
4496|3,6|Fall|1416.0|1283.0|0.9060734463276836|-200.0|474.0|510.0|113.0|1739.0|1442.0|58,7
4497|0,7|Summer|825.0|720.0|0.8727272727272727|-200.0|38.0|1129.0|55.0|1511.0|678.0|51,9
4498|3,1|Spring|1288.0|1191.0|0.9246894409937888|-200.0|178.0|691.0|123.0|1910.0|1192.0|44,3
4499|0,4|Spring|842.0|535.0|0.6353919239904988|-200.0|59.0|1140.0|44.0|805.0|352.0|40,5
4500|3,9|Spring|1417.0|1246.0|0.8793225123500353|478.0|263.0|669.0|94.0|1921.0|1403.0|64,0
4501|3,8|Winter|1478.0|1234.0|0.8349120433017592|-200.0|852.0|470.0|138.0|1606.0|1551.0|79,4
4502|2,1|Spring|1042.0|1029.0|0.9875239923224568|-200.0|123.0|907.0|103.0|1540.0|879.0|20,2
4503|3|Spring|1441.0|1124.0|0.7800138792505205|248.0|224.0|851.0|130.0|1829.0|1089.0|74,2
4504|0,5|Spring|840.0|509.0|0.6059523809523809|23.0|22.0|1643.0|38.0|1076.0|352.0|46,6
4505|1,9|Winter|-200.0|-200.0|1.0|-200.0|275.0|-200.0|187.0|-200.0|-200.0|-200
4506|1,5|Spring|1111.0|773.0|0.6957695769576958|-200.0|216.0|690.0|115.0|1331.0|915.0|61,7
4507|1,9|Spring|1150.0|807.0|0.7017391304347826|-200.0|276.0|669.0|149.0|1243.0|1042.0|63,5
4508|2,6|Winter|1181.0|1121.0|0.9491955969517358|-200.0|356.0|629.0|117.0|1466.0|1236.0|51,5
4509|1|Summer|836.0|734.0|0.8779904306220095|-200.0|53.0|1035.0|68.0|1501.0|801.0|51,7
4510|4,7|Winter|1461.0|1440.0|0.9856262833675564|-200.0|621.0|440.0|177.0|1806.0|1669.0|56,3
4511|4,4|Spring|1598.0|1299.0|0.8128911138923655|333.0|274.0|752.0|149.0|1941.0|1627.0|53,3
4512|4,2|Winter|1050.0|1260.0|1.2|-200.0|539.0|662.0|164.0|1256.0|1269.0|22,9
4513|0,7|Summer|892.0|739.0|0.82847533632287|-200.0|74.0|964.0|68.0|1479.0|768.0|50,7
4514|1,5|Fall|1040.0|923.0|0.8875|-200.0|165.0|769.0|69.0|1640.0|1049.0|66,5
4515|2,2|Summer|970.0|1117.0|1.1515463917525772|-200.0|180.0|786.0|162.0|1579.0|844.0|17,1
4516|1,4|Winter|1011.0|783.0|0.7744807121661721|-200.0|255.0|835.0|118.0|1013.0|1026.0|67,1
4517|2,1|Fall|1038.0|957.0|0.9219653179190751|-200.0|344.0|713.0|132.0|1271.0|1092.0|73,5
4518|-200|Spring||563.0|0.6702380952380952|40.0|45.0|1349.0|57.0|1275.0|755.0|63,8
4519|2,1|Winter|1202.0|958.0|0.7970049916805324|-200.0|302.0|732.0|92.0|1330.0|1181.0|58,1
4520|0,9|Winter|900.0|659.0|0.7322222222222222|-200.0|157.0|990.0|121.0|807.0|582.0|32,8
4521|2,5|Winter|1173.0|878.0|0.7485080988917306|-200.0|300.0|738.0|129.0|1002.0|1355.0|50,0
4522|-200|Summer|888.0|843.0|0.9493243243243243|-200.0|82.0|892.0|100.0|1438.0|729.0|28,3
4523|-200|Spring|789.0|638.0|0.8086185044359949|-200.0|-200.0|1305.0|-200.0|1309.0|672.0|53,6
4524|1,1|Winter|-200.0|-200.0|1.0|-200.0|262.0|-200.0|118.0|-200.0|-200.0|-200
4525|1,2|Summer|990.0|852.0|0.8606060606060606|-200.0|70.0|967.0|90.0|1488.0|669.0|14,2
4526|1,6|Summer|-200.0|-200.0|1.0|-200.0|75.0|-200.0|87.0|-200.0|-200.0|-200
4527|0,5|Spring|844.0|532.0|0.6303317535545023|27.0|25.0|1499.0|36.0|1176.0|376.0|59,9
4528|4|Fall|1038.0|1190.0|1.1464354527938343|-200.0|501.0|685.0|180.0|1291.0|1167.0|32,0
4529|-200|Summer|851.0|827.0|0.9717978848413631|-200.0|76.0|875.0|83.0|1449.0|912.0|42,5
4530|1,1|Spring|925.0|680.0|0.7351351351351352|63.0|60.0|1223.0|76.0|1217.0|481.0|36,7
4531|0,4|Summer|771.0|593.0|0.7691309987029832|-200.0|30.0|1155.0|45.0|1291.0|545.0|42,2
4532|3,4|Winter|1285.0|1052.0|0.8186770428015564|-200.0|465.0|605.0|158.0|1164.0|1967.0|58,4
4533|-200|Fall|944.0|910.0|0.9639830508474576|-200.0|-200.0|828.0|-200.0|1342.0|777.0|38,9
4534|1,1|Spring||744.0|0.7462387161484454|74.0|76.0|1151.0|79.0|1405.0|832.0|62,5
4535|1,5|Summer|1011.0|930.0|0.9198813056379822|-200.0|76.0|728.0|77.0|1723.0|1009.0|59,9
4536|0,5|Spring|848.0|509.0|0.6002358490566038|-200.0|36.0|1126.0|35.0|882.0|341.0|43,7
4537|1,5|Spring||1023.0|0.9669187145557656|-200.0|81.0|896.0|74.0|1580.0|795.0|19,7
4538|2|Winter|1124.0|939.0|0.8354092526690391|-200.0|292.0|737.0|118.0|1126.0|1317.0|45,1
4539|3,4|Summer|1193.0|1196.0|1.002514668901928|-200.0|195.0|675.0|149.0|1888.0|1152.0|30,4
4540|1,7|Spring|1089.0|884.0|0.8117539026629935|87.0|89.0|1006.0|101.0|1487.0|975.0|54,2
4541|1|Winter|781.0|704.0|0.9014084507042254|-200.0|183.0|1062.0|92.0|842.0|594.0|19,9
4542|1,4|Winter|1011.0|780.0|0.771513353115727|-200.0|254.0|805.0|163.0|964.0|806.0|36,2
4543|-200|Summer|976.0|907.0|0.9293032786885246|-200.0|86.0|867.0|101.0|1546.0|719.0|23,8
4544|2,6|Fall||1198.0|1.003350083752094|-200.0|275.0|587.0|101.0|1732.0|1228.0|67,5
4545|-200|Fall|898.0|720.0|0.8017817371937639|-200.0|-200.0|1059.0|-200.0|1259.0|661.0|41,2
4546|3,1|Winter|1112.0|1078.0|0.9694244604316546|-200.0|563.0|683.0|261.0|1028.0|1426.0|18,6
4547|4|Winter|-200.0|-200.0|1.0|-200.0|842.0|-200.0|183.0|-200.0|-200.0|-200
4548|0,4|Winter|798.0|452.0|0.5664160401002506|-200.0|-200.0|1435.0|-200.0|699.0|280.0|48,1
4549|-200|Summer|1003.0|1045.0|1.0418743768693919|-200.0|136.0|781.0|128.0|1602.0|865.0|22,7
4550|6,4|Spring|1689.0|1474.0|0.8727057430432208|783.0|323.0|560.0|149.0|2298.0|1492.0|78,0
4551|-200|Fall|875.0|713.0|0.8148571428571428|-200.0|-200.0|1027.0|-200.0|1436.0|809.0|73,4
4552|1|Summer|1062.0|902.0|0.8493408662900188|-200.0|69.0|733.0|65.0|1715.0|1055.0|49,1
4553|2,8|Spring|1416.0|1002.0|0.7076271186440678|145.0|161.0|907.0|119.0|1677.0|1262.0|38,3
4554|3,9|Spring|1446.0|1328.0|0.9183955739972337|-200.0|665.0|439.0|168.0|1620.0|1833.0|64,5
4555|1,4|Spring|1039.0|774.0|0.7449470644850819|-200.0|227.0|786.0|133.0|949.0|1173.0|41,7
4556|4,5|Fall|1392.0|1325.0|0.951867816091954|-200.0|1145.0|511.0|194.0|1631.0|1465.0|80,7
4557|1,5|Fall|970.0|870.0|0.8969072164948454|-200.0|-200.0|792.0|-200.0|1376.0|943.0|30,9
4558|4,3|Fall|1281.0|1216.0|0.9492583918813428|-200.0|542.0|548.0|191.0|1604.0|1687.0|58,1
4559|1,2|Spring|1063.0|678.0|0.6378174976481655|-200.0|163.0|796.0|109.0|1107.0|522.0|35,0
4560|5,5|Spring|1689.0|1560.0|0.9236234458259325|754.0|321.0|529.0|104.0|2396.0|1736.0|58,3
4561|1,2|Summer|975.0|871.0|0.8933333333333333|-200.0|72.0|771.0|71.0|1666.0|942.0|58,8
4562|1,7|Fall|1182.0|1016.0|0.8595600676818951|-200.0|209.0|658.0|73.0|1572.0|1210.0|58,2
4563|1|Summer|1020.0|866.0|0.8490196078431372|-200.0|92.0|847.0|83.0|1636.0|744.0|40,3
4564|2,5|Spring|1183.0|989.0|0.8360101437024514|234.0|150.0|904.0|119.0|1539.0|1205.0|53,2
4565|0,3|Fall|718.0|486.0|0.6768802228412256|-200.0|32.0|1531.0|14.0|1072.0|398.0|53,7
4566|5,0|Winter|1411.0|1311.0|0.9291282778171509|-200.0|707.0|487.0|159.0|1589.0|1537.0|80,0
4567|1,4|Spring|1092.0|759.0|0.695054945054945|-200.0|268.0|773.0|150.0|1088.0|1039.0|69,2
4568|2,9|Summer|1120.0|1088.0|0.9714285714285714|-200.0|-200.0|849.0|-200.0|1785.0|1067.0|44,7
4569|1,3|Spring|924.0|739.0|0.7997835497835498|-200.0|184.0|834.0|122.0|966.0|541.0|26,3
4570|-200|Summer|826.0|682.0|0.8256658595641646|-200.0|-200.0|1088.0|-200.0|1342.0|532.0|40,6
4571|0,8|Winter|1390.0|1167.0|0.839568345323741|-200.0|588.0|522.0|196.0|1392.0|1619.0|78,8
4572|1,8|Spring|962.0|807.0|0.8388773388773388|-200.0|268.0|821.0|131.0|901.0|745.0|14,4
4573|2,5|Summer|1146.0|1084.0|0.9458987783595113|-200.0|159.0|713.0|121.0|1829.0|1215.0|35,3
4574|1,1|Spring|893.0|675.0|0.7558790593505039|-200.0|180.0|955.0|127.0|853.0|560.0|30,8
4575|4,7|Fall||1300.0|0.8296107211231653|-200.0|745.0|473.0|158.0|1753.0|1743.0|71,4
4576|0,7|Winter|828.0|514.0|0.6207729468599034|-200.0|-200.0|1205.0|-200.0|880.0|434.0|53,1
4577|3,0|Spring|1104.0|1095.0|0.9918478260869565|-200.0|246.0|609.0|163.0|1210.0|930.0|25,7
4578|1,4|Summer|1050.0|887.0|0.8447619047619047|-200.0|59.0|770.0|54.0|1696.0|820.0|50,0
4579|0,6|Spring|804.0|604.0|0.7512437810945274|-200.0|48.0|1366.0|50.0|1357.0|420.0|64,6
4580|1,7|Summer|1116.0|952.0|0.8530465949820788|-200.0|62.0|702.0|66.0|1759.0|895.0|37,1
4581|2,6|Fall|1263.0|1143.0|0.9049881235154394|-200.0|-200.0|578.0|-200.0|1736.0|1310.0|49,3
4582|-200|Spring|1009.0|907.0|0.8989098116947473|-200.0|-200.0|982.0|-200.0|1466.0|872.0|38,8
4583|0,3|Winter|781.0|425.0|0.5441741357234315|-200.0|29.0|1609.0|28.0|667.0|261.0|48,0
4584|-200|Winter|914.0|739.0|0.8085339168490153|-200.0|-200.0|870.0|-200.0|1025.0|714.0|46,8
4585|1,4|Spring|1017.0|760.0|0.7472959685349065|-200.0|254.0|806.0|151.0|922.0|1235.0|38,2
4586|1|Fall|838.0|686.0|0.8186157517899761|-200.0|115.0|1083.0|61.0|1046.0|532.0|35,1
4587|1,5|Fall|1067.0|981.0|0.9194001874414246|-200.0|402.0|755.0|186.0|1104.0|1383.0|33,8
4588|0,7|Spring||541.0|0.6379716981132075|-200.0|69.0|1067.0|61.0|937.0|392.0|44,5
4589|1,7|Spring|1196.0|885.0|0.7399665551839465|160.0|85.0|884.0|89.0|1589.0|973.0|51,8
4590|4,3|Spring|1450.0|1322.0|0.9117241379310345|-200.0|877.0|490.0|190.0|1497.0|1756.0|61,6
4591|0,8|Spring|1005.0|738.0|0.7343283582089553|48.0|68.0|1005.0|66.0|1563.0|917.0|74,7
4592|1,7|Summer|1101.0|972.0|0.8828337874659401|-200.0|75.0|819.0|84.0|1714.0|752.0|26,6
4593|1,3|Spring|1120.0|815.0|0.7276785714285714|-200.0|270.0|660.0|113.0|1291.0|1053.0|68,0
4594|2,1|Summer|1225.0|1196.0|0.976326530612245|-200.0|156.0|673.0|145.0|1775.0|1277.0|14,8
4595|2,6|Summer|1083.0|1141.0|1.0535549399815327|-200.0|177.0|825.0|143.0|1793.0|1008.0|17,7
4596|3,2|Summer|1052.0|1252.0|1.1901140684410647|-200.0|237.0|739.0|153.0|1729.0|1107.0|13,3
4597|2,7|Summer|1114.0|1181.0|1.0601436265709157|-200.0|180.0|747.0|115.0|1928.0|1129.0|26,9
4598|3,2|Winter|1374.0|1239.0|0.9017467248908297|-200.0|487.0|483.0|147.0|1569.0|1532.0|57,9
4599|1,3|Winter|886.0|699.0|0.7889390519187359|-200.0|157.0|1900.0|94.0|1106.0|766.0|75,3
4600|2,7|Spring|1283.0|1039.0|0.8098207326578332|-200.0|500.0|549.0|168.0|1308.0|1724.0|41,2
4601|1,6|Winter|1206.0|948.0|0.7860696517412935|-200.0|357.0|628.0|121.0|1129.0|1540.0|65,8
4602|1|Spring|949.0|694.0|0.7312961011591148|62.0|61.0|1160.0|68.0|1310.0|772.0|64,3
4603|1,2|Winter|1018.0|693.0|0.6807465618860511|-200.0|157.0|868.0|118.0|937.0|683.0|32,4
4604|2,1|Fall|1165.0|1042.0|0.894420600858369|-200.0|227.0|631.0|68.0|1621.0|1133.0|70,7
4605|4,8|Spring|1557.0|1483.0|0.9524727039177906|872.0|250.0|615.0|164.0|2087.0|1757.0|30,8
4606|5|Winter|1441.0|1314.0|0.9118667591950035|-200.0|825.0|517.0|196.0|1389.0|2051.0|56,8
4607|1,5|Fall|909.0|879.0|0.966996699669967|-200.0|-200.0|874.0|-200.0|1083.0|847.0|40,7
4608|3,3|Fall|1201.0|1098.0|0.9142381348875936|-200.0|461.0|763.0|139.0|1500.0|1209.0|70,9
4609|0,7|Fall|797.0|593.0|0.7440401505646174|-200.0|146.0|1212.0|72.0|984.0|494.0|49,7
4610|1,6|Spring|1122.0|842.0|0.750445632798574|88.0|132.0|1015.0|90.0|1438.0|974.0|66,3
4611|-200|Summer|950.0|762.0|0.8021052631578948|-200.0|60.0|827.0|69.0|1616.0|959.0|72,8
4612|0,8|Summer|905.0|652.0|0.7204419889502762|-200.0|41.0|1076.0|54.0|1446.0|490.0|42,6
4613|0,5|Winter|904.0|530.0|0.5862831858407079|-200.0|79.0|1079.0|60.0|846.0|438.0|50,2
