ID|CO(GT)|Season|PT08.S1(CO)|PT08.S2(NMHC)|PT08.S2_NMHC_to_PT08.S1_CO_Ratio|NMHC(GT)|NOx(GT)|PT08.S3(NOx)|NO2(GT)|PT08.S4(NO2)|PT08.S5(O3)
507|3,2|Winter|1250.0|1133.0|0.9064|-200.0|508.0|629.0|168.0|1274.0|1463.0
508|-200|Fall|1487.0|1493.0|1.0040349697377269|-200.0|-200.0|492.0|-200.0|2345.0|1598.0
509|2,8|Spring|1350.0|1168.0|0.8651851851851852|-200.0|388.0|475.0|160.0|1564.0|1539.0
510|2,4|Winter|1227.0|1081.0|0.8810105949470253|-200.0|338.0|570.0|133.0|1396.0|1369.0
511|1,5|Winter|1018.0|934.0|0.9174852652259332|-200.0|259.0|740.0|169.0|1014.0|967.0
512|1,1|Spring|914.0|661.0|0.7231947483588621|63.0|66.0|1256.0|81.0|1187.0|478.0
513|1,1|Winter|973.0|712.0|0.7317574511819116|-200.0|184.0|923.0|69.0|1157.0|831.0
514|3,6|Winter|-200.0|-200.0|1.0|-200.0|487.0|-200.0|174.0|-200.0|-200.0
515|6,1|Spring|1640.0|1404.0|0.8560975609756097|401.0|351.0|743.0|165.0|2191.0|1654.0
516|2,6|Spring|1157.0|1072.0|0.9265341400172861|-200.0|191.0|802.0|127.0|1653.0|1327.0
517|1,2|Spring|988.0|806.0|0.8157894736842105|-200.0|87.0|951.0|68.0|1568.0|940.0
518|6,5|Fall|1728.0|1683.0|0.9739583333333334|-200.0|623.0|419.0|188.0|2365.0|1861.0
519|2,7|Spring|1209.0|1097.0|0.9073614557485525|267.0|207.0|837.0|129.0|1746.0|1147.0
520|3,7|Fall|1327.0|1259.0|0.948756593820648|-200.0|481.0|539.0|160.0|1826.0|1434.0
521|0,9|Summer|939.0|758.0|0.8072417465388712|-200.0|40.0|858.0|47.0|1544.0|664.0
522|2,1|Spring|1025.0|869.0|0.8478048780487805|-200.0|144.0|954.0|101.0|1531.0|851.0
523|3,7|Summer|1372.0|1382.0|1.0072886297376094|-200.0|202.0|568.0|181.0|2268.0|1441.0
524|1,7|Winter|1110.0|870.0|0.7837837837837838|-200.0|255.0|708.0|168.0|1057.0|1059.0
525|2,3|Winter|-200.0|-200.0|1.0|-200.0|241.0|-200.0|152.0|-200.0|-200.0
526|3,8|Spring|1454.0|1225.0|0.842503438789546|460.0|299.0|661.0|135.0|1809.0|1654.0
527|-200|Summer|1115.0|1031.0|0.9246636771300448|-200.0|110.0|741.0|123.0|1561.0|870.0
528|2,0|Spring|1183.0|914.0|0.7726120033812341|-200.0|263.0|604.0|119.0|1387.0|1078.0
529|2,1|Fall|1169.0|1003.0|0.8579982891360137|-200.0|350.0|665.0|128.0|1409.0|1126.0
530|1,7|Summer|972.0|919.0|0.9454732510288066|-200.0|103.0|934.0|101.0|1668.0|904.0
531|0,8|Fall|962.0|747.0|0.7765072765072765|-200.0|-200.0|813.0|-200.0|1431.0|913.0
532|4,2|Fall|1129.0|1255.0|1.1116031886625333|-200.0|648.0|634.0|206.0|1370.0|1365.0
533|0,4|Summer|770.0|586.0|0.7610389610389611|-200.0|24.0|1326.0|38.0|1392.0|527.0
534|4,6|Spring|1389.0|1341.0|0.9654427645788337|698.0|231.0|692.0|133.0|1982.0|1488.0
535|-200|Fall|1425.0|1255.0|0.8807017543859649|-200.0|-200.0|516.0|-200.0|1864.0|1500.0
536|3,5|Winter|1433.0|1186.0|0.8276343335659456|-200.0|586.0|479.0|151.0|1497.0|1738.0
537|1,1|Spring|1064.0|728.0|0.6842105263157895|-200.0|115.0|1161.0|91.0|1461.0|842.0
538|3|Spring|1163.0|1068.0|0.9183147033533964|334.0|135.0|811.0|111.0|1616.0|977.0
539|1,4|Winter|-200.0|-200.0|1.0|-200.0|95.0|-200.0|87.0|-200.0|-200.0
540|1,7|Summer|1002.0|964.0|0.9620758483033932|-200.0|149.0|828.0|137.0|1546.0|786.0
541|5,2|Fall|1387.0|1473.0|1.0620043258832013|-200.0|460.0|508.0|194.0|2065.0|1510.0
542|0,3|Spring|1159.0|762.0|0.6574633304572908|-200.0|177.0|742.0|102.0|1158.0|590.0
543|2,4|Summer|1117.0|1118.0|1.000895255147717|-200.0|184.0|716.0|129.0|1791.0|1323.0
544|2,7|Spring|1235.0|963.0|0.7797570850202429|159.0|166.0|803.0|103.0|1680.0|1095.0
545|4,8|Winter|1425.0|1386.0|0.9726315789473684|-200.0|744.0|691.0|203.0|1536.0|1978.0
546|-200,0|Winter|791.0|480.0|0.606826801517067|-200.0|-200.0|1259.0|-200.0|738.0|422.0
547|2,2|Spring|1351.0|960.0|0.7105847520355293|87.0|129.0|1079.0|101.0|1583.0|1028.0
548|4|Summer|1109.0|1374.0|1.2389540126239855|-200.0|263.0|676.0|172.0|1795.0|1225.0
549|1,4|Winter|1029.0|699.0|0.6793002915451894|-200.0|193.0|851.0|140.0|1001.0|795.0
550|0,3|Spring|831.0|822.0|0.9891696750902527|-200.0|-200.0|1085.0|-200.0|1418.0|710.0
551|1,7|Fall|991.0|898.0|0.9061553985872856|-200.0|214.0|787.0|89.0|1412.0|806.0
552|0,6|Winter|-200.0|-200.0|1.0|-200.0|89.0|-200.0|72.0|-200.0|-200.0
553|-200|Summer|858.0|866.0|1.0093240093240092|-200.0|69.0|874.0|88.0|1421.0|715.0
554|2,2|Winter|838.0|699.0|0.834128878281623|-200.0|152.0|1015.0|89.0|944.0|546.0
555|1,6|Spring|1020.0|866.0|0.8490196078431372|140.0|116.0|972.0|84.0|1429.0|791.0
556|1,9|Winter|1071.0|873.0|0.8151260504201681|-200.0|339.0|739.0|107.0|1150.0|1193.0
557|2,1|Summer|1125.0|1137.0|1.0106666666666666|-200.0|143.0|691.0|135.0|1696.0|1094.0
558|6,9|Winter|1648.0|1612.0|0.9781553398058253|-200.0|858.0|401.0|173.0|2177.0|1885.0
559|2,9|Winter|1135.0|1100.0|0.9691629955947136|-200.0|460.0|679.0|146.0|1161.0|1273.0
560|3|Spring|1209.0|1248.0|1.032258064516129|-200.0|188.0|712.0|119.0|1891.0|1295.0
561|3,2|Fall|1214.0|1203.0|0.9909390444810544|-200.0|445.0|580.0|129.0|1739.0|1308.0
562|5|Winter|1396.0|1419.0|1.0164756446991403|-200.0|849.0|1104.0|145.0|1799.0|1547.0
563|2,5|Fall|1152.0|1099.0|0.9539930555555556|-200.0|243.0|674.0|130.0|1631.0|1093.0
564|1,6|Summer|917.0|842.0|0.9182115594329335|-200.0|108.0|985.0|83.0|1563.0|674.0
565|2,9|Winter|-200.0|-200.0|1.0|-200.0|510.0|-200.0|115.0|-200.0|-200.0
566|2,7|Spring|1247.0|1059.0|0.8492381716118684|-200.0|355.0|508.0|153.0|1550.0|1212.0
567|3,3|Winter|-200.0|-200.0|1.0|-200.0|487.0|-200.0|162.0|-200.0|-200.0
568|5|Fall|1584.0|1597.0|1.0082070707070707|-200.0|666.0|392.0|125.0|2176.0|1845.0
569|1,1|Fall|993.0|813.0|0.8187311178247734|-200.0|132.0|792.0|57.0|1413.0|946.0
570|3,1|Spring|1444.0|1089.0|0.7541551246537396|180.0|214.0|844.0|143.0|1748.0|1624.0
571|1,4|Summer|923.0|811.0|0.8786565547128927|-200.0|59.0|804.0|69.0|1434.0|604.0
572|2,8|Spring|1402.0|1098.0|0.7831669044222539|240.0|161.0|736.0|113.0|1729.0|1456.0
573|0,7|Winter|938.0|785.0|0.8368869936034116|-200.0|243.0|853.0|157.0|969.0|704.0
574|4,6|Fall|1315.0|1300.0|0.9885931558935361|-200.0|807.0|547.0|190.0|1531.0|1659.0
575|1,4|Fall|948.0|893.0|0.9419831223628692|-200.0|-200.0|828.0|-200.0|1374.0|768.0
576|2,1|Winter|972.0|909.0|0.9351851851851852|-200.0|364.0|827.0|111.0|1012.0|894.0
577|-200|Summer|1137.0|1165.0|1.0246262093227791|-200.0|121.0|649.0|137.0|1840.0|974.0
578|2,1|Spring|1231.0|924.0|0.7506092607636068|122.0|130.0|906.0|105.0|1483.0|1245.0
579|2,4|Spring|1344.0|968.0|0.7202380952380952|132.0|-200.0|921.0|-200.0|1620.0|1278.0
580|1,2|Summer|949.0|929.0|0.9789251844046365|-200.0|101.0|887.0|78.0|1711.0|973.0
581|3,9|Winter|1160.0|1083.0|0.9336206896551724|-200.0|596.0|706.0|162.0|1114.0|1363.0
582|-200|Summer|1056.0|886.0|0.8390151515151515|-200.0|127.0|732.0|101.0|1721.0|900.0
583|0,1|Summer|761.0|540.0|0.709592641261498|-200.0|-200.0|1269.0|-200.0|1303.0|486.0
584|0,4|Summer|813.0|656.0|0.8068880688806888|-200.0|-200.0|1070.0|-200.0|1332.0|603.0
585|0,7|Winter|881.0|602.0|0.6833144154370034|-200.0|108.0|1034.0|58.0|1157.0|685.0
586|3,2|Fall|1271.0|1157.0|0.9103068450039339|-200.0|384.0|572.0|187.0|1483.0|1353.0
587|0,9|Spring|833.0|653.0|0.7839135654261705|-200.0|186.0|1073.0|110.0|708.0|448.0
588|2,9|Spring|1365.0|1154.0|0.8454212454212454|193.0|186.0|940.0|129.0|1679.0|1221.0
589|2,7|Spring|1288.0|1179.0|0.9153726708074534|-200.0|167.0|717.0|150.0|1799.0|1074.0
590|2,1|Summer|1064.0|1069.0|1.0046992481203008|-200.0|193.0|766.0|109.0|1766.0|1089.0
591|4,9|Fall|1493.0|1437.0|0.9624916275954454|-200.0|581.0|470.0|116.0|2015.0|1551.0
592|1,9|Summer|1103.0|1060.0|0.9610154125113327|-200.0|126.0|770.0|118.0|1748.0|940.0
593|2,5|Winter|1195.0|1004.0|0.8401673640167364|-200.0|387.0|652.0|193.0|1078.0|1421.0
594|-200|Spring|1196.0|853.0|0.7132107023411371|-200.0|-200.0|909.0|-200.0|1556.0|769.0
595|1,5|Winter|998.0|841.0|0.842685370741483|-200.0|276.0|792.0|165.0|979.0|884.0
596|4,7|Spring|1405.0|1353.0|0.9629893238434164|-200.0|227.0|602.0|125.0|2185.0|1296.0
597|0,9|Fall|810.0|651.0|0.8037037037037037|-200.0|107.0|1170.0|55.0|1117.0|575.0
598|-200|Summer|989.0|798.0|0.8068756319514662|-200.0|-200.0|840.0|-200.0|1607.0|584.0
599|0,8|Summer|956.0|813.0|0.850418410041841|-200.0|42.0|846.0|59.0|1544.0|1094.0
600|0,8|Fall|954.0|731.0|0.7662473794549266|-200.0|88.0|865.0|43.0|1360.0|839.0
601|3,4|Spring|1405.0|1295.0|0.9217081850533808|332.0|161.0|638.0|103.0|2065.0|1378.0
602|1,3|Summer|970.0|900.0|0.9278350515463918|-200.0|70.0|856.0|77.0|1559.0|647.0
603|-200|Spring|922.0|737.0|0.7993492407809111|-200.0|-200.0|1050.0|-200.0|1414.0|882.0
604|-200|Summer|1033.0|1006.0|0.9738625363020329|-200.0|96.0|749.0|121.0|1564.0|725.0
605|-200,0|Winter|980.0|744.0|0.7591836734693878|-200.0|174.0|840.0|119.0|979.0|970.0
606|-200|Fall|1666.0|1573.0|0.9441776710684273|-200.0|-200.0|427.0|-200.0|2195.0|1968.0
607|4,1|Winter|-200.0|-200.0|1.0|-200.0|670.0|-200.0|148.0|-200.0|-200.0
608|-200|Summer|812.0|675.0|0.8312807881773399|-200.0|-200.0|995.0|-200.0|1348.0|661.0
609|0,4|Summer|767.0|520.0|0.6779661016949152|-200.0|30.0|1526.0|42.0|1287.0|377.0
610|0,9|Fall|1062.0|770.0|0.7250470809792844|-200.0|96.0|780.0|48.0|1450.0|922.0
611|1,0|Winter|890.0|585.0|0.6573033707865169|-200.0|129.0|1097.0|92.0|776.0|454.0
612|0,4|Spring|804.0|489.0|0.6082089552238806|-200.0|77.0|1262.0|73.0|698.0|630.0
613|2,1|Fall|1111.0|991.0|0.891989198919892|-200.0|218.0|721.0|109.0|1559.0|1028.0
614|1,0|Spring|891.0|669.0|0.7508417508417509|-200.0|160.0|923.0|111.0|911.0|456.0
615|0,9|Fall|942.0|780.0|0.8280254777070064|-200.0|83.0|915.0|59.0|1419.0|737.0
616|2,5|Summer|1081.0|1099.0|1.0166512488436632|-200.0|113.0|749.0|97.0|1854.0|1087.0
617|2,6|Winter|1194.0|950.0|0.7956448911222781|-200.0|434.0|667.0|100.0|1433.0|1043.0
618|3,1|Fall|1290.0|1253.0|0.9713178294573643|-200.0|371.0|550.0|135.0|1807.0|1332.0
619|-200|Summer|1161.0|1057.0|0.9104220499569337|-200.0|-200.0|613.0|-200.0|1764.0|1026.0
620|-200|Winter|1274.0|1159.0|0.9097331240188383|-200.0|-200.0|545.0|-200.0|1493.0|1326.0
621|1,9|Summer|1259.0|1178.0|0.9356632247815727|-200.0|191.0|722.0|89.0|2060.0|1367.0
622|0,4|Summer|838.0|632.0|0.7541766109785203|-200.0|24.0|1079.0|39.0|1438.0|634.0
623|-200|Summer|809.0|664.0|0.8207663782447466|-200.0|-200.0|1061.0|-200.0|1323.0|459.0
624|4,2|Spring|1486.0|1351.0|0.9091520861372813|588.0|274.0|571.0|100.0|2112.0|1692.0
625|1,8|Spring|890.0|950.0|1.0674157303370786|-200.0|114.0|940.0|101.0|1460.0|655.0
626|1,3|Spring|942.0|785.0|0.8333333333333334|104.0|86.0|1065.0|77.0|1365.0|571.0
627|1,8|Winter|-200.0|-200.0|1.0|-200.0|295.0|-200.0|194.0|-200.0|-200.0
628|0,8|Spring|1065.0|687.0|0.6450704225352113|-200.0|72.0|1143.0|62.0|1492.0|815.0
629|1,3|Summer|924.0|920.0|0.9956709956709957|-200.0|92.0|767.0|62.0|1534.0|946.0
630|2,2|Spring|1100.0|810.0|0.7363636363636363|-200.0|327.0|768.0|172.0|1070.0|1158.0
631|2,6|Summer|1072.0|1120.0|1.044776119402985|-200.0|124.0|711.0|100.0|1838.0|1045.0
632|4,4|Winter|1406.0|1483.0|1.0547652916073968|-200.0|581.0|478.0|139.0|1767.0|1708.0
633|4|Fall|1409.0|1393.0|0.9886444286728177|-200.0|546.0|484.0|157.0|1874.0|1709.0
634|1|Summer|961.0|803.0|0.8355879292403746|-200.0|23.0|852.0|34.0|1552.0|618.0
635|1,7|Spring|1177.0|800.0|0.6796941376380629|-200.0|222.0|696.0|139.0|1191.0|748.0
636|1,2|Winter|973.0|675.0|0.6937307297019527|-200.0|184.0|903.0|94.0|1029.0|905.0
637|3,6|Winter|1328.0|1029.0|0.7748493975903614|-200.0|622.0|637.0|172.0|1188.0|1611.0
638|0,7|Fall|879.0|575.0|0.6541524459613197|-200.0|110.0|1262.0|64.0|1111.0|537.0
639|4,2|Winter|-200.0|-200.0|1.0|-200.0|653.0|-200.0|182.0|-200.0|-200.0
640|2,8|Spring|1057.0|935.0|0.8845789971617786|-200.0|368.0|720.0|211.0|982.0|1236.0
641|1|Summer|950.0|783.0|0.8242105263157895|-200.0|52.0|914.0|62.0|1443.0|525.0
642|2,7|Spring|1035.0|1110.0|1.0724637681159421|-200.0|148.0|907.0|125.0|1652.0|1044.0
643|2,6|Spring|1386.0|1083.0|0.7813852813852814|284.0|159.0|798.0|109.0|1833.0|1159.0
644|-200|Spring|777.0|521.0|0.6705276705276705|40.0|23.0|1535.0|33.0|1121.0|350.0
645|0,8|Spring|765.0|544.0|0.7111111111111111|-200.0|122.0|1253.0|93.0|601.0|405.0
646|1,6|Spring|1195.0|836.0|0.699581589958159|-200.0|-200.0|987.0|-200.0|1554.0|885.0
647|1,3|Winter|958.0|660.0|0.6889352818371608|-200.0|172.0|935.0|130.0|905.0|654.0
648|2,0|Winter|1040.0|688.0|0.6615384615384615|-200.0|185.0|846.0|115.0|920.0|1090.0
649|0,4|Summer|796.0|526.0|0.6608040201005025|-200.0|25.0|1534.0|36.0|1322.0|392.0
650|3,1|Fall|1260.0|1030.0|0.8174603174603174|-200.0|492.0|639.0|122.0|1378.0|1355.0
651|-200|Fall|1282.0|1247.0|0.9726989079563183|-200.0|-200.0|561.0|-200.0|1829.0|1285.0
652|-200|Summer|895.0|783.0|0.8748603351955307|-200.0|-200.0|863.0|-200.0|1502.0|575.0
653|-200|Fall|1520.0|1604.0|1.055263157894737|-200.0|-200.0|436.0|-200.0|2161.0|1672.0
654|0,4|Summer|828.0|639.0|0.7717391304347826|-200.0|27.0|1077.0|41.0|1371.0|573.0
655|2,8|Summer|1226.0|1168.0|0.9526916802610114|-200.0|265.0|650.0|158.0|1952.0|1311.0
656|4|Winter|1542.0|1161.0|0.7529182879377432|-200.0|464.0|531.0|181.0|1435.0|1972.0
657|3,7|Summer|1221.0|1386.0|1.135135135135135|-200.0|232.0|626.0|109.0|2138.0|1412.0
658|1|Summer|886.0|813.0|0.917607223476298|-200.0|63.0|936.0|81.0|1592.0|918.0
659|-200|Summer|1194.0|1083.0|0.907035175879397|-200.0|128.0|685.0|139.0|1632.0|1060.0
660|1,9|Fall|1074.0|946.0|0.8808193668528864|-200.0|219.0|767.0|93.0|1635.0|1079.0
661|2,1|Fall|1008.0|980.0|0.9722222222222222|-200.0|-200.0|755.0|-200.0|1465.0|825.0
662|3,3|Spring|1308.0|1117.0|0.8539755351681957|-200.0|691.0|549.0|235.0|1261.0|1795.0
663|2,0|Winter|1185.0|893.0|0.7535864978902953|-200.0|237.0|666.0|122.0|1312.0|1011.0
664|-200|Fall|1559.0|1476.0|0.9467607440667094|-200.0|-200.0|463.0|-200.0|2022.0|1660.0
665|-200|Spring|1625.0|1608.0|0.9895384615384616|-200.0|-200.0|601.0|-200.0|2271.0|1725.0
666|0,8|Spring|949.0|540.0|0.5690200210748156|25.0|-200.0|1457.0|-200.0|1104.0|747.0
667|1,2|Summer|954.0|826.0|0.8658280922431866|-200.0|56.0|870.0|70.0|1531.0|691.0
668|0,5|Winter|907.0|502.0|0.5534729878721059|-200.0|50.0|1129.0|49.0|947.0|399.0
669|1,8|Fall|1120.0|890.0|0.7946428571428571|-200.0|-200.0|728.0|-200.0|1546.0|1035.0
670|-200|Fall|1188.0|1007.0|0.8476430976430976|-200.0|-200.0|668.0|-200.0|1577.0|1128.0
671|0,5|Summer|798.0|677.0|0.8483709273182958|-200.0|35.0|1092.0|44.0|1473.0|696.0
672|1,2|Fall|882.0|776.0|0.8798185941043084|-200.0|281.0|932.0|72.0|1222.0|760.0
673|3,4|Spring|1458.0|1321.0|0.9060356652949245|346.0|201.0|654.0|122.0|2023.0|1516.0
674|0,5|Summer|806.0|615.0|0.7630272952853598|-200.0|21.0|1172.0|34.0|1525.0|543.0
675|0,9|Summer|843.0|716.0|0.8493475682087782|-200.0|41.0|1005.0|53.0|1305.0|496.0
676|-200|Fall|861.0|712.0|0.826945412311266|-200.0|-200.0|1004.0|-200.0|1197.0|718.0
677|1,1|Summer|918.0|779.0|0.8485838779956427|-200.0|65.0|896.0|89.0|1537.0|551.0
678|1,7|Fall|1037.0|890.0|0.8582449373191899|-200.0|-200.0|765.0|-200.0|1408.0|735.0
679|-200|Fall|1631.0|1455.0|0.8920907418761496|-200.0|-200.0|438.0|-200.0|2027.0|1916.0
680|4,6|Spring|1808.0|1312.0|0.7256637168141593|262.0|261.0|753.0|157.0|1993.0|1698.0
681|6,2|Fall|1704.0|1531.0|0.8984741784037559|-200.0|1071.0|507.0|213.0|1904.0|2098.0
682|3|Spring|1458.0|1045.0|0.7167352537722909|150.0|170.0|974.0|129.0|1646.0|1099.0
683|3,1|Spring|1319.0|1164.0|0.8824867323730099|-200.0|454.0|489.0|144.0|1543.0|1418.0
684|1,2|Fall|1032.0|688.0|0.6666666666666666|-200.0|109.0|1514.0|67.0|1200.0|737.0
685|5,7|Spring|1626.0|1476.0|0.9077490774907749|642.0|281.0|555.0|135.0|2356.0|1786.0
686|2,7|Winter|-200.0|-200.0|1.0|-200.0|424.0|-200.0|245.0|-200.0|-200.0
687|1,9|Spring|959.0|875.0|0.9124087591240876|-200.0|421.0|797.0|191.0|864.0|1006.0
688|3,8|Winter|1570.0|1224.0|0.7796178343949045|-200.0|575.0|468.0|216.0|1448.0|2020.0
689|2,6|Fall|1248.0|1167.0|0.9350961538461539|-200.0|347.0|572.0|105.0|1704.0|1393.0
690|5,1|Spring|1399.0|1387.0|0.9914224446032881|-200.0|768.0|487.0|242.0|1499.0|1837.0
691|0,7|Spring|881.0|680.0|0.771850170261067|-200.0|159.0|1023.0|110.0|813.0|866.0
692|-200|Winter|900.0|794.0|0.8822222222222222|-200.0|-200.0|906.0|-200.0|930.0|710.0
693|1,5|Spring|936.0|829.0|0.8856837606837606|94.0|90.0|1054.0|88.0|1336.0|607.0
694|1,4|Spring|995.0|796.0|0.8|103.0|66.0|1159.0|72.0|1287.0|587.0
695|4,1|Winter|1751.0|1255.0|0.7167332952598515|-200.0|689.0|435.0|221.0|1541.0|2226.0
696|2|Winter|987.0|746.0|0.7558257345491388|-200.0|281.0|880.0|103.0|1212.0|833.0
697|0,4|Spring|848.0|530.0|0.625|-200.0|75.0|1072.0|55.0|901.0|523.0
698|1,2|Winter|970.0|691.0|0.7123711340206186|-200.0|208.0|891.0|124.0|956.0|890.0
699|0,5|Summer|817.0|651.0|0.7968176254589964|-200.0|41.0|1109.0|56.0|1472.0|628.0
700|0,6|Spring|856.0|505.0|0.5899532710280374|-200.0|80.0|1246.0|72.0|833.0|367.0
701|0,9|Winter|889.0|646.0|0.7266591676040495|-200.0|131.0|2047.0|70.0|1163.0|743.0
702|-200|Fall|681.0|428.0|0.6284875183553598|-200.0|24.0|1768.0|21.0|817.0|297.0
703|1,7|Winter|897.0|845.0|0.9420289855072463|-200.0|322.0|942.0|135.0|943.0|787.0
704|1,2|Summer|919.0|799.0|0.8694232861806311|-200.0|29.0|844.0|50.0|1409.0|881.0
705|0,8|Spring|856.0|644.0|0.7523364485981309|44.0|41.0|1259.0|49.0|1301.0|746.0
706|3,9|Spring|1474.0|1306.0|0.8860244233378561|486.0|190.0|634.0|114.0|2060.0|1365.0
707|2,9|Winter|972.0|1043.0|1.073045267489712|-200.0|404.0|764.0|148.0|1083.0|1037.0
708|-200|Summer|1221.0|1145.0|0.9377559377559378|-200.0|96.0|648.0|110.0|1753.0|1050.0
709|3,5|Summer|1297.0|1359.0|1.0478026214340785|-200.0|261.0|630.0|107.0|2214.0|1425.0
710|5,1|Winter|1350.0|1305.0|0.9666666666666667|-200.0|839.0|509.0|175.0|1383.0|1745.0
711|2|Fall|1123.0|1015.0|0.9038290293855743|-200.0|255.0|845.0|136.0|1470.0|1297.0
712|1,5|Spring|1067.0|836.0|0.7835051546391752|-200.0|171.0|713.0|114.0|1206.0|690.0
713|0,5|Winter|812.0|541.0|0.666256157635468|-200.0|89.0|1309.0|70.0|774.0|616.0
714|2,8|Winter|-200.0|-200.0|1.0|-200.0|426.0|-200.0|165.0|-200.0|-200.0
715|0,3|Summer|814.0|618.0|0.7592137592137592|-200.0|-200.0|1097.0|-200.0|1400.0|696.0
716|1,9|Spring|1085.0|1004.0|0.9253456221198156|209.0|106.0|888.0|95.0|1454.0|816.0
717|-200,0|Winter|1110.0|896.0|0.8072072072072072|-200.0|305.0|737.0|175.0|1040.0|1276.0
718|0,8|Spring|927.0|682.0|0.7357065803667745|-200.0|56.0|1109.0|54.0|1526.0|580.0
719|0,4|Summer|762.0|563.0|0.7388451443569554|-200.0|12.0|1181.0|21.0|1208.0|492.0
720|0,6|Fall|784.0|576.0|0.7346938775510204|-200.0|-200.0|1327.0|-200.0|1060.0|342.0
721|-200|Summer|902.0|929.0|1.0299334811529934|-200.0|90.0|835.0|101.0|1482.0|824.0
722|1,5|Winter|1071.0|787.0|0.734827264239029|-200.0|290.0|755.0|170.0|1146.0|947.0
723|4|Winter|1211.0|1177.0|0.9719240297274979|-200.0|667.0|620.0|179.0|1221.0|1585.0
724|3,3|Spring|1382.0|1243.0|0.8994211287988423|-200.0|183.0|632.0|128.0|1941.0|1511.0
725|2,7|Fall|1187.0|1122.0|0.945240101095198|-200.0|313.0|589.0|77.0|1641.0|1208.0
726|3,4|Fall|1316.0|1314.0|0.9984802431610942|-200.0|677.0|526.0|116.0|1780.0|1499.0
727|4,6|Spring|1544.0|1266.0|0.8199481865284974|609.0|280.0|613.0|148.0|2066.0|1415.0
728|2,2|Winter|1085.0|896.0|0.8258064516129032|-200.0|299.0|760.0|147.0|1049.0|1138.0
729|4,3|Spring|1605.0|1153.0|0.7183800623052959|-200.0|266.0|769.0|144.0|1840.0|1637.0
730|-200|Summer|816.0|624.0|0.7647058823529411|-200.0|41.0|1073.0|56.0|1422.0|729.0
731|1,4|Winter|1049.0|790.0|0.7530981887511916|-200.0|221.0|870.0|96.0|1183.0|1019.0
732|6,7|Winter|1532.0|1356.0|0.8851174934725848|-200.0|678.0|474.0|193.0|1610.0|2033.0
733|2,4|Summer|1165.0|1043.0|0.8952789699570816|-200.0|125.0|717.0|120.0|1644.0|1188.0
734|3,2|Winter|970.0|776.0|0.8|-200.0|295.0|873.0|108.0|1059.0|858.0
735|2,3|Summer|1000.0|985.0|0.985|-200.0|157.0|846.0|103.0|1726.0|879.0
736|1|Fall|840.0|758.0|0.9023809523809524|-200.0|148.0|994.0|85.0|1189.0|829.0
737|-200|Winter|1005.0|829.0|0.8248756218905473|-200.0|242.0|779.0|71.0|1246.0|944.0
738|0,8|Spring|930.0|616.0|0.6623655913978495|-200.0|113.0|969.0|90.0|893.0|875.0
739|-200|Summer|1052.0|956.0|0.908745247148289|-200.0|-200.0|675.0|-200.0|1581.0|987.0
740|1|Winter|926.0|649.0|0.7008639308855291|-200.0|134.0|1035.0|83.0|1145.0|741.0
741|3,9|Fall|1439.0|1257.0|0.8735232800555942|-200.0|715.0|494.0|135.0|1571.0|1704.0
742|3,5|Winter|1423.0|1116.0|0.7842586085734364|-200.0|550.0|553.0|146.0|1531.0|1369.0
743|-200|Spring|844.0|608.0|0.7203791469194313|-200.0|-200.0|1213.0|-200.0|1314.0|803.0
744|0,4|Spring|771.0|533.0|0.6913099870298314|-200.0|-200.0|1566.0|-200.0|1110.0|360.0
745|1,4|Winter|1100.0|854.0|0.7763636363636364|-200.0|401.0|714.0|186.0|1075.0|1187.0
746|-200,0|Winter|828.0|506.0|0.6111111111111112|-200.0|75.0|1222.0|73.0|945.0|673.0
747|-200|Fall|1189.0|1381.0|1.1614802354920102|-200.0|-200.0|566.0|-200.0|1574.0|1426.0
748|1,8|Spring|1131.0|932.0|0.8240495137046862|-200.0|104.0|854.0|86.0|1693.0|1048.0
749|5,3|Fall|1658.0|1482.0|0.893848009650181|-200.0|898.0|419.0|186.0|1893.0|2030.0
750|3,9|Spring|1297.0|1102.0|0.8496530454895914|-200.0|523.0|507.0|187.0|1375.0|1583.0
751|2,2|Summer|-200.0|-200.0|1.0|-200.0|129.0|-200.0|99.0|-200.0|-200.0
752|2,3|Winter|1072.0|1011.0|0.9430970149253731|-200.0|340.0|762.0|142.0|1075.0|1172.0
753|1,6|Fall|1077.0|994.0|0.9229340761374187|-200.0|176.0|829.0|101.0|1429.0|1081.0
754|0,7|Summer|927.0|747.0|0.8058252427184466|-200.0|58.0|830.0|34.0|1633.0|910.0
755|3,1|Winter|1243.0|1155.0|0.9292035398230089|-200.0|431.0|546.0|156.0|1473.0|1398.0
756|2,8|Spring|1222.0|1084.0|0.8870703764320785|-200.0|157.0|727.0|116.0|1797.0|1108.0
757|10,2|Fall|1802.0|1924.0|1.0677025527192008|-200.0|748.0|356.0|192.0|2235.0|2452.0
758|3,1|Spring|1363.0|1152.0|0.8451944240645635|234.0|189.0|684.0|110.0|1951.0|1495.0
759|1,2|Summer|1032.0|883.0|0.8556201550387597|-200.0|106.0|718.0|42.0|1742.0|1051.0
760|1,2|Summer|982.0|844.0|0.8594704684317719|-200.0|52.0|835.0|71.0|1567.0|638.0
761|0,8|Winter|880.0|618.0|0.7022727272727273|-200.0|125.0|1023.0|87.0|893.0|928.0
